,Variance,Kurtosis,Skewness,PFD,Hjorth Mobility,Hjorth Complexity,Spectral Entropy,Seizure
0,1.0685755615085263e-08,0.82322913323606,-0.06170058850307478,0.5739904661405857,0.004983681101181857,295.39411588010637,0.3454710307347043,1
1,1.2748207318561641e-08,-0.01870326092653866,0.020760851918268645,0.5597971413186166,0.010022626359459323,156.87530394124656,0.4390151834454205,1
2,2.104952161482288e-08,0.19877661509132166,-0.06823822658281249,0.5631371751734314,0.00689031743192673,221.39411097930417,0.30013379703152226,1
3,1.5843205914209943e-08,1.3875037235624887,-0.013851160877250877,0.5693333866778801,0.005449565168190028,291.23135847273994,0.22294430812346186,1
4,1.802177402035789e-08,0.3726954670486268,0.02501229794670155,0.5658195591027263,0.0050710664238859384,342.67458681962484,0.2890817339662249,1
5,1.5886758535846632e-08,1.3286090466955824,-0.31191864791434115,0.5608194018041328,0.007404176591723178,234.8377691929239,0.3306748237536856,1
6,1.865865753786015e-08,0.2747639585132191,0.027152706725906518,0.5638347970734924,0.00633606285280958,311.2331668612038,0.18455521578038467,1
7,1.277156217459612e-08,1.0242364726156603,-0.20288340320898646,0.6146614804688791,0.0017341065593196407,305.45555400785884,0.29788461891022444,1
8,8.404185939932726e-09,0.30006386033475874,-0.19027460324522927,0.6122037058462965,0.0019536995514109518,275.9428907229625,0.3281941965803761,1
9,1.697899511936115e-08,0.014583580249749296,-0.16449438504789998,0.6140937883228542,0.001563421377258528,354.68505575466384,0.2311338338511714,1
10,1.8650185224975982e-08,0.4269592457561445,-0.07400579887449638,0.6045569163756271,0.001531046196494833,508.4336987417673,0.1630423423026156,1
11,1.2956439931799445e-08,-0.038864358662232514,0.007754513962249954,0.5646595017448051,0.0050723965496210395,319.38125638375215,0.2529967585720538,1
12,1.3736440945825746e-08,0.6021221811507309,-0.03904898569496084,0.5565074843416348,0.009886118985504408,170.57702868931497,0.3847089113254447,1
13,2.6372487476572797e-08,0.11457793382663063,0.2487510188176961,0.5564208409679635,0.007446480363225387,256.0787982375198,0.2426773161332253,1
14,2.2124882970125674e-08,0.4199248958140657,-0.2606532461699215,0.5574307513626774,0.007546878047774394,248.80339504723716,0.18981703922570525,1
15,1.3313967557150101e-08,0.16157794002191586,0.11332872854281152,0.5584808355062133,0.00676284019401278,254.75155168231055,0.1973246932296611,1
